Complex_word,Text,Candidates,Mu_legibilituy,Chatgpt_inferred_candidates,Gemini_inferred_candidates
metafórica,"El nombre de Phoenix (Fénix, en español), se eligió para indicar de forma metafórica el renacimiento de estas dos misiones.","{'figurada': 3, 'alegórica': 3, 'representativa': 1, 'simbólica': 14, 'metafórica': 2, 'figurativa': 2}",58.47953216374266,"{'simbólica': 1, 'figurada': 1, 'ilustrativa': 1, 'alegórica': 1, 'evocativa': 1}","{'simbólica': 1, 'figurativa': 1, 'representada': 1, 'alegórica': 1, 'análoga': 1}"
pistoletazo,"El pistoletazo de salida para Olé Olé sería ""No controles"", la canción que Nacho Cano regala al grupo. ""","{'disparo': 11, 'señal': 3, 'pistolero': 1, 'grito': 1, 'tiro': 1, 'pistoletazo': 2, 'detonación': 2, 'banderazo': 1, 'balazo': 2, 'disparador': 1}",62.71919191919192,"{'salida': 1, 'disparo': 1, 'arranque': 1, 'comienzo': 1, 'inicio': 1}","{'comienzo': 1, 'inicio': 1, 'señal': 1, 'arranque': 1, 'disparo': 1}"
épico,"El Poema de Pentaur es un célebre escrito épico realizado por el escriba Pentaur por encargo de Ramsés II, narrando la batalla de Qadesh, en la que se enfrentaron los ejércitos de Ramsés y del rey hitita Muwatalli II.","{'histórico': 2, 'consolidado': 1, 'heroico': 8, 'de épica': 1, 'épico': 2, 'legendario': 4, 'lírico': 1, 'heróico': 1, 'increible': 1, 'hípico': 1, 'bélico': 1, 'tradicional': 1, 'increíble': 1}",66.21728767389826,"{'heroico': 1, 'largo': 1, 'singular': 1, 'grande': 1, 'legendario': 1}","{'heroico': 1, 'legendario': 1, 'mítico': 1, 'trascendente': 1, 'histórico': 1}"
denostando,"El poema, escrito años después de la batalla, adorna la derrota del estamento militar y el triunfo de Ramsés II, denostando al primero por cobardía y elogiando al segundo por su gran valentía.","{'denigrando': 6, 'difamando': 1, 'agraviando': 1, 'demostrando': 1, 'insultando': 5, 'denostando': 1, 'calumniando': 2, 'ofendiendo': 6, 'censurando': 1, 'despreciando': 1}",65.41326285439692,"{'silenciando': 1, 'criticando': 1, 'censurando': 1, 'reprochando': 1, 'desaprobando': 1}","{'reprendiendo': 1, 'criticando': 1, 'censurando': 1, 'condenando': 1, 'desaprobando': 1}"
elogiando,"El poema, escrito años después de la batalla, adorna la derrota del estamento militar y el triunfo de Ramsés II, denostando al primero por cobardía y elogiando al segundo por su gran valentía.","{'halagando': 1, 'alabando': 14, 'aclamado': 1, 'aplaudiendo': 1, 'enaltecendo': 1, 'cumplido': 1, 'reconociendo': 1, 'alagando': 1, 'celebrando': 2, 'adulando': 1, 'elogiando': 1}",65.41326285439692,"{'saludando': 1, 'felicitando': 1, 'alabando': 1, 'aplaudiendo': 1, 'elogiando': 1}","{'alabando': 1, 'ensalzando': 1, 'aplaudiendo': 1, 'valorando': 1, 'honrando': 1}"
asentamiento,El principal asentamiento se encuentra en la zona noroeste del atolón.,"{'establecimiento': 10, 'campamento': 1, 'sitio': 4, 'lugar': 1, 'pueblo': 1, 'municipio': 1, 'poblado': 2, 'asentamiento': 2, 'comunidad': 1, 'emplazamiento': 1, 'grupo': 1}",49.72602739726027,"{'sitio': 1, 'lugar': 1, 'población': 1, 'colonia': 1, 'establecimiento': 1}","{'pueblo': 1, 'ciudad': 1, 'población': 1, 'aldea': 1, 'lugar': 1}"
expiaciones,El resto puede omitirse a cambio del pago de kaffarah» (expiaciones).,"{'castigos': 5, 'perdonado': 1, 'reparaciónes': 1, 'acepciones': 1, 'mandas': 1, 'purgación': 1, 'expiaciones': 2, 'sacrificios': 6, 'purificaciones': 2, 'penas': 1, 'absoluciones': 1, 'reparaciones': 2, 'purgaciones': 1}",44.89937106918239,"{'perdones': 1, 'sanciones': 1, 'penitencias': 1, 'indulgencias': 1, 'castigos': 1}","{'pagos': 1, 'penitencias': 1, 'sacrificios': 1, 'reparaciones': 1, 'compensaciones': 1}"
ovina,"El sector primario de Sober está centrado en la ganadería bovina criada para consumo, la cria porcina y en menor medida, ovina.","{'ovejas': 5, 'lanar': 3, 'capital': 1, 'de ovejas': 5, 'de ovinos': 1, 'ovenujo': 1, 'ovina': 3, 'carnera': 2, 'ovejil': 1, 'obejera': 1, 'oveja': 1, 'de oveja': 1}",87.25170068027211,"{'sheep': 1, 'lanar': 1, 'borrega': 1, 'carnero': 1, 'ovino': 1}","{'de oveja': 1, 'de carnero': 1, 'de cordero': 1, 'lanar': 1, 'ovinocultura': 1}"
reconquistado,El territorio fue reconquistado por caballeros de la ciudad de Ávila.,"{'ganado': 1, 'recuperado': 12, 'vencido': 1, 'reconquistado': 2, 'conquistado de nuevo': 1, 'retomado': 4, 'conquistada de nuevo': 1, 'recobrado': 2, 'reocupado': 1}",40.934633027522935,"{'sometido': 1, 'recuperado': 2, 'reconquistado': 1, 'reocupado': 1}","{'recuperado': 1, 'liberado': 1, 'conquistado': 1, 'ganado': 1, 'vuelto a tomar': 1}"
ateísmo,"El texto denominado ""Lamentos de Ipuwer"" describe una situación caótica: reyes desacreditados, invasión asiática del Delta, desórdenes revolucionarios, destrucción de archivos y tumbas reales, ateísmo y divulgación de secretos religiosos.","{'irreligioso': 1, 'agnosticismo': 1, 'irreligiosidad': 2, 'sin religión': 1, 'ateísmo': 8, 'escepticismo': 4, 'nihilismo': 2, 'esceptisismo': 1, 'la no creencia de dios': 1, 'irreligión': 1, 'agnóstico': 1, 'herejes': 1, 'herejía': 1}",49.25360237338997,"{'sin Dios': 1, 'incrédulos': 1, 'no creyentes': 1, 'herejía': 1, 'descreimiento': 1}","{'incredulidad': 1, 'sin religión': 1, 'irreverencia': 1, 'impiedad': 1, 'antirreligiosidad': 1}"
obsoletos,"El tiempo sin haber luchado durante tantos años ha hecho obsoletos a los antiguos miembros de la Liga del Músculo, siendo reemplazados por los nuevos y jóvenes peleadores.","{'antiguos': 2, 'antiguados': 1, 'anticuados': 6, 'no funcionales': 1, 'viejos': 5, 'caducados': 1, 'inservibles': 3, 'anticuado': 1, 'arcaícos': 1, 'antiacuados': 1, 'caducado': 1, 'débiles': 1, 'inútiles': 1}",63.97388820889432,"{'supérfluos': 1, 'anticuados': 1, 'desactualizados': 1, 'obsoletos': 1, 'arcaicos': 1}","{'anticuados': 1, 'pasados de moda': 1, 'desfasados': 1, 'vetustos': 1, 'superados': 1}"
topónimo,"El topónimo deriva «Villa d'Aceca», a su vez del árabe السكّة (""as-Sikka""), «el camino».","{'nombre': 19, 'topónimo': 4, 'nombre propio del lugar': 1, 'la denominación': 1}",55.62071966400544,"{'sobrenombre': 1, 'nombre': 1, 'denominación': 1, 'apodo': 1, 'designación': 1}","{'nombre de lugar': 1, 'nombre geográfico': 1, 'denominación': 1, 'nomenclatura': 1, 'gentilicio': 1}"
beneplácito,"El tratado de Granada firmado en 1500 había establecido una alianza militar entre Francia y Aragón para conquistar el reino de Nápoles, bajo el reinado de Federico I. Con el beneplácito del papa Alejandro VI, en 1501 las tropas españolas bajo el mando de Gonzalo Fernández de Córdoba ocuparon la zona sur de la península italiana (las provincias de Calabria y Apulia), que quedó en poder de Aragón, mientras el ejército francés de Bérault Stuart d'Aubigny conquistaba la parte norte del reino (Abruzzo y Labor) para Francia.","{'aprobación': 9, 'reconocimiento': 1, 'aceptacion': 1, 'permiso': 5, 'aceptación': 3, 'consentimiento': 4, 'salvoconducto': 1, 'bendición': 1}",66.44104278396385,"{'aprobación': 2, 'conformidad': 1, 'consentimiento': 1, 'aprobativa': 1}","{'aprobación': 1, 'consentimiento': 1, 'permiso': 1, 'autorización': 1, 'conformidad': 1}"
pretensiones,"El tratado de Lyon de 1504, firmado por Luis XII de Francia y Fernando el Católico, puso fin a la segunda guerra de Nápoles con el abandono de las pretensiones francesas al reino de Nápoles en favor de la corona de Aragón.","{'intenciones': 8, 'soberbia': 1, 'recuestas': 1, 'ideas': 1, 'finalidades': 1, 'pretensiones': 3, 'inteciones': 1, 'ambiciones': 4, 'aspiraciones': 3, 'deseos': 1, 'expectativas': 1}",62.01652173406341,"{'reclamos': 1, 'reivindicaciones': 1, 'demandas': 1, 'aspiraciones': 1, 'propósitos': 1}","{'reclamos': 1, 'derechos': 1, 'exigencias': 1, 'demandas': 1, 'aspiraciones': 1}"
ornamentación,"El trazado, ornamentación, mobiliario y jardinería de la plaza fue diseñado por Manuel Piqueras Cotolí.","{'adornos': 1, 'decoración': 13, 'adorno': 7, 'decorado': 1, 'adornación': 1, 'adornado': 1, 'adornamiento': 1}",47.457104938856766,"{'decoración': 1, 'adorno': 1, 'embellecimiento': 1, 'ornamento': 1, 'aderezo': 1}","{'decoración': 1, 'adornos': 1, 'embellecimiento': 1, 'adorno': 1, 'ornamento': 1}"
deidades,Eleggua es una de las deidades de la religión yoruba.,"{'dioses': 11, 'dios': 1, 'diosas': 4, 'divinidades': 9}",73.62784471218207,"{'divinidades': 1, 'dioses': 1, 'ídolos': 1, 'santos': 1, 'entidades': 1}","{'dioses': 1, 'divinidades': 1, 'entidades': 1, 'seres divinos': 1, 'seres celestiales': 1}"
portero,"Elegua es el portero de todos los caminos, del monte y la sabana, es el primero de los cuatro guerreros junto a Ogun, Ochosi, Ozun y Orunmila.","{'guardián': 13, 'portero': 1, 'cuidador': 4, 'abridor': 1, 'arquero': 1, 'conserje': 2, 'guarda': 1, 'protector': 1, 'inicio': 1}",71.01444407121264,"{'sentinel': 1, 'guardián': 1, 'custodio': 1, 'vigilante': 1, 'guardés': 1}","{'guardián': 1, 'custodio': 1, 'vigilante': 1, 'centinela': 1, 'portero': 1}"
sustenta,"Emilio Uranga (Ciudad de México; 1921 - ídem; 31 de octubre de 1988), fue un filósofo mexicano que desarrolló los campos de reflexión acerca de la experiencia filosófica y de la realidad en que se sustenta.","{'basa': 7, 'apoya': 2, 'soportar': 1, 'tiene': 1, 'sostiene': 5, 'mantiene': 3, 'soporta': 3, 'sujeta': 1, 'mantenimiento': 1, 'fundamenta': 1}",55.52824444695005,"{'sostiene': 2, 'apoya': 1, 'mantiene': 1, 'sujeta': 1}","{'apoya': 1, 'fundamenta': 1, 'sostiene': 1, 'mantiene': 1, 'respalda': 1}"
filósofo,"Emilio Uranga (Ciudad de México; 1921 - ídem; 31 de octubre de 1988), fue un filósofo mexicano que desarrolló los campos de reflexión acerca de la experiencia filosófica y de la realidad en que se sustenta.","{'pensador': 7, 'filósofo': 5, 'sabio': 7, 'profesor': 1, 'intelectual': 5}",55.52824444695005,"{'sabio': 1, 'pensador': 1, 'erudito': 1, 'teórico': 1, 'maestro': 1}","{'pensador': 1, 'sabio': 1, 'intelectual': 1, 'erudito': 1, 'docto': 1}"
feudos,"Empezó a pelear como Psicosis en la Asistencia Asesoría y Administración en su nativa Baja California en marzo de 1989, donde tuvo feudos con El Hijo del Santo y Rey Mysterio (peleó contra Rey Mysterio Jr.","{'dominios': 2, 'asentamientos': 1, 'heredad': 1, 'dueños': 1, 'contratos': 2, 'posesión': 2, 'propiedades': 3, 'problemas': 1, 'dependencia': 1, 'herederos': 1, 'pleitos': 1, 'finca': 1, 'encuentros': 2, 'territorios': 1, 'señoríos': 2, 'cargos': 1, 'conflictos': 1, 'señorío': 1}",57.28847053928959,"{'conflictos': 1, 'disputas': 1, 'enfrentamientos': 1, 'rivalidades': 1, 'contiendas': 1}","{'peleas': 1, 'disputas': 1, 'enfrentamientos': 1, 'rivalidades': 1, 'conflictos': 1}"
bula,En 1170 una bula del papa Alejandro III confirmó a la abadía en sus bienes y posesiones.,"{'privilegio': 5, 'documento': 6, 'documentación': 2, 'concesión': 4, 'licencia': 1, 'constitución pontífica': 1, 'boletín': 1, 'bula': 1, 'gracia': 1, 'favor': 1, 'ordenanza': 2}",58.370736086175945,"{'sentencia': 1, 'edicto': 1, 'decreto': 1, 'mandato': 1, 'papal': 1}","{'documento': 1, 'carta': 1, 'escrito': 1, 'decreto': 1, 'edicto': 1}"
señoríos,"En 1294 se crean los señoríos de Velada y San Román a favor de Fernán y Gil Blázquez de Ávila, agrupados en un mayorazgo fundado por sus padre Blasco Jimeno Dávila.","{'autoridades': 1, 'caseríos': 1, 'dominio': 1, 'equipos': 1, 'territorios': 4, 'señoríos': 2, 'hidalgos': 1, 'dominios': 7, 'imperios': 1, 'mando': 1, 'señores': 1, 'feudos': 2, 'instituciones': 1, 'señorios': 1}",76.59647870568641,"{'solar': 1, 'título': 1, 'feudo': 1, 'distrito': 1, 'dominio': 1}","{'dominios': 1, 'tierras': 1, 'territorios': 1, 'feudos': 1, 'posesiones': 1}"
hostilidades,"En 1502 surgieron las hostilidades entre ambos ocupantes por la posesión de los territorios intermedios, llegando al enfrentamiento armado.","{'enemistades': 4, 'problemas': 2, 'rivalidades': 8, 'conflictos': 3, 'aversiones': 1, 'luchas': 1, 'asperezas': 1, 'agresiones': 1, 'diferencias': 1, 'infortunios': 1, 'oposiciones': 1, 'dificultades': 1}",45.22404439474885,"{'conflictos': 1, 'disputas': 1, 'riñas': 1, 'contiendas': 1, 'atrincheramientos': 1}","{'enemistades': 1, 'conflictos': 1, 'enfrentamientos': 1, 'peleas': 1, 'ataques': 1}"
secularizó,"En 1525 durante la Reforma Protestante, el Gran Maestre de los Caballeros Teutónicos, Alberto, secularizó el territorio prusiano de la orden, convirtiéndose en Alberto, Duque de Prusia.","{'desvinculó': 1, 'hizo laico': 3, 'secularizó': 3, 'cambió': 6, 'tansformó': 1, 'desvaneció': 1, 'hizo popular': 1, 'segló': 1, 'limpió': 1, 'demarcó': 1, 'civilizó': 1, 'separó': 1, 'dio al estado': 1, 'transformó': 1, 'secularizo': 1, 'temporalizó': 1}",47.08613629716292,"{'desvinculó': 1, 'separó': 1, 'apartó': 1, 'desligó': 1, 'despojó': 1}","{'laicizó': 1, 'profano': 1, 'transformó': 1, 'convirtió': 1, 'pasó a ser civil': 1}"
subsistir,"En 1902, con la edad de 10 años y debe de abandonar la escuela rural (zemstvo) por tener que ayudar a la familia a subsistir, y con la muerte de su padre a los 31 años, poco después de volver éste de la guerra ruso-japonesa, se tiene que hacer cargo de su madre y de sus cinco hermanos, trabajando como pastor y mozo de cuadra.","{'sostenerse': 1, 'mantenerse': 5, 'sobrevivir': 13, 'vivir': 1, 'mantener': 1, 'continuar': 1, 'mantenerse viva': 1, 'cambiar': 1, 'permanecer': 1}",58.21132359350904,"{'sobrevivir': 1, 'vivir': 1, 'permanecer': 1, 'aguantar': 1, 'sostener': 1}","{'sostenerse': 1, 'sobrevivir': 1, 'mantenerse': 1, 'alimentarse': 1, 'cubrir sus necesidades': 1}"
establecerse,En 1909 volvió a Alemania con su madre para establecerse en la ciudad de Dresde.,"{'instalarse': 3, 'vivir': 8, 'asentarse': 4, 'quedarse': 3, 'residir': 2, 'sentarse': 1, 'permanecer': 1, 'hacer su vida': 1, 'alojarse': 1, 'afincarse': 1}",56.30118289353958,"{'instalarse': 1, 'ubicarse': 1, 'fijarse': 1, 'asentarse': 1, 'radicarse': 1}","{'vivir': 1, 'radicar': 1, 'domiciliar': 1, 'asentarse': 1, 'fijar su residencia': 1}"
alistó,"En 1911, escapó de su casa y se alistó en una expedición militar, organizada por Ricciotti Garibaldi, para liberar a Albania del control turco.","{'inscribió': 7, 'inscribio': 1, 'apuntó': 3, 'preparó': 4, 'enroló': 1, 'unió': 4, 'afilió': 1, 'incorporó': 1, 'enlistó': 1, 'reclutó': 1, 'sumó': 1}",60.78514140987758,"{'soldó': 1, 'enroló': 1, 'unió': 1, 'enlistó': 1, 'inscribió': 1}","{'unió': 1, 'incorporó': 1, 'enroló': 1, 'inscribió': 1, 'alistamiento': 1}"
alistándose,"En 1917 tomó partido por la Revolución rusa, alistándose en el Ejército Verde de los nacionalistas ucranianos, defendiendo a la Rada suprema de Kiev, que aglutinó a mencheviques, burgueses y aristócratas; bajo una dirección socialista.","{'inscribiéndose': 10, 'formando parte': 1, 'enrolándose': 1, 'para ingresar': 1, 'uniéndose': 3, 'afiliándose': 1, 'incorporándose': 2, 'preparándose': 2, 'apuntándose': 1, 'registrándose': 1, 'apunténdose': 1, 'sumándose': 1}",38.98951095459181,"{'solicitando': 1, 'uniéndose': 1, 'incorporándose': 1, 'registrándose': 1, 'reclutándose': 1}","{'uniéndose': 1, 'incorporándose': 1, 'enrolándose': 1, 'inscribiéndose': 1, 'alistándose': 1}"
aglutinó,"En 1917 tomó partido por la Revolución rusa, alistándose en el Ejército Verde de los nacionalistas ucranianos, defendiendo a la Rada suprema de Kiev, que aglutinó a mencheviques, burgueses y aristócratas; bajo una dirección socialista.","{'conglomeró': 1, 'juntó': 10, 'unió': 4, 'conjuntó': 1, 'agrupó': 3, 'reunió': 5, 'unifico': 1}",38.98951095459181,"{'sintió': 1, 'reunió': 1, 'juntó': 1, 'unió': 1, 'congregó': 1}","{'unió': 1, 'agrupó': 1, 'reunió': 1, 'congregó': 1, 'concentró': 1}"
alférez,"En 1919 ingresó en la Academia de Infantería de Toledo, saliendo de la misma en 1921 como alférez de Infantería con destino en el 28º Regimiento de Infantería ""Luchana"".","{'lugarteniente': 2, 'miembro': 1, 'alférez': 4, 'subteniente': 7, 'oficial': 5, 'teniente': 3, 'oficial supremo': 1, 'abanderado': 1, 'portaestandarte': 1}",52.635293490998194,"{'sargento': 1, 'teniente': 1, 'capitán': 1, 'oficial': 1, 'suboficial': 1}","{'oficial': 1, 'teniente': 1, 'capitán': 1, 'grado': 1, 'rango': 1}"
catedrático,"En 1946, una vez finalizados los estudios, emprendió la tarea docente en la propia Universidad Nacional como catedrático.","{'docente': 1, 'maestro': 5, 'profesor': 14, 'educador': 1, 'educador jerarca': 1, 'profesor de alto nivel': 1, 'pedagogo': 1, 'experto': 1}",53.68682684341341,"{'sabio': 1, 'profesor': 1, 'docente': 1, 'maestro': 1, 'enseñante': 1}","{'profesor': 1, 'docente': 1, 'maestro': 1, 'instructor': 1, 'educador': 1}"
damnificados,"En 1961 se logró recaudar la cifra de 3.000.000 de pesetas de la época en la emisión especial dedicada a obtener socorros para los damnificados por la grave inundación que tuvo lugar en Sevilla, causada por el desbordamiento del arroyo Tamarguillo que dejó a miles de personas sin hogar.","{'afectados': 21, 'perjudicados': 3, 'víctimas': 1}",53.12379651025005,"{'sobrevivientes': 1, 'afectados': 1, 'perjudicados': 2, 'damnificados': 1}","{'afectados': 1, 'perjudicados': 1, 'damnificados': 2, 'víctimas': 1}"
desbordamiento,"En 1961 se logró recaudar la cifra de 3.000.000 de pesetas de la época en la emisión especial dedicada a obtener socorros para los damnificados por la grave inundación que tuvo lugar en Sevilla, causada por el desbordamiento del arroyo Tamarguillo que dejó a miles de personas sin hogar.","{'crecida': 7, 'desbordamiento': 3, 'inundación': 5, 'salida de cauce': 1, 'derrame': 3, 'crecimiento': 1, 'desenfreno': 1, 'la inundación': 1, 'anegamiento': 1, 'desbocamiento': 1, 'deslave': 1}",53.12379651025005,"{'desborde': 1, 'inundación': 1, 'rebalse': 1, 'anegamiento': 1, 'desaguamiento': 1}","{'inundación': 1, 'desbordamiento': 1, 'crecida': 1, 'desastre': 1, 'colapso': 1}"
escuadra,"En 1963 Karl Marx Stadt consiguió su propio equipo y la escuadra de Aue recuperó su identidad como ""BSG Wismut Aue"".","{'pelotón': 1, 'equipo': 4, 'unidad': 2, 'grupo': 7, 'formación': 1, 'armada': 5, 'cuadrilla': 2, 'fracción': 1, 'patrulla': 1, 'flota': 1}",84.60431654676259,"{'squad': 1, 'equipo': 1, 'conjunto': 1, 'grupo': 1, 'formación': 1}","{'grupo': 1, 'equipo': 1, 'conjunto': 1, 'partida': 1, 'brigada': 1}"
jubilación,"En 1967 se unió a la facultad de la Universidad de Colorado en Boulder, donde permaneció hasta su jubilación.","{'retiro': 24, 'dejó de trabajar': 1}",45.0631001371742,{'salario retiro pensión edad retiro cese': 1},"{'retiro': 1, 'pension': 1, 'descanso': 1, 'reposo': 1, 'ocio': 1}"
compagina,"En 1983 es nombrado Vicepresidente de la Diputación Foral de Guipúzcoa, cargo que compagina con la presidencia de la Caja de Ahorros Provincial de Guipúzcoa.","{'concilia': 3, 'se relaciona': 1, 'compagina': 2, 'comparte': 1, 'compatibiliza': 2, 'coincide': 1, 'corresponde': 2, 'es igual': 1, 'relaciona': 2, 'armoniza': 2, 'combina': 2, 'coordina': 1, 'unió': 1, 'conjunta': 1, 'equilibra': 1, 'alterna': 1, 'asemeja': 1}",40.339409115614586,"{'sincroniza': 1, 'concilia': 1, 'armoniza': 1, 'coincide': 1, 'conjuga': 1}","{'combina': 1, 'conjuga': 1, 'une': 1, 'acompaña': 1, 'junta': 1}"
galardonada,"En 1995 intervino en la galardonada y épica ""Braveheart"" dando vida a Hamish, el recio y robusto escocés, mano derecha y fiel amigo de William Wallace (Mel Gibson).","{'premiada': 19, 'reconocida': 1, 'galardonada': 1, 'distinguida': 2, 'premiado': 1, 'festejada': 1}",56.22719539327312,"{'premiada': 1, 'distinguida': 1, 'laureada': 1, 'honrada': 1, 'reconocida': 1}","{'premiada': 1, 'reconocida': 1, 'condecorada': 1, 'distinguida': 1, 'honrada': 1}"
recio,"En 1995 intervino en la galardonada y épica ""Braveheart"" dando vida a Hamish, el recio y robusto escocés, mano derecha y fiel amigo de William Wallace (Mel Gibson).","{'fuerte': 18, 'grande': 1, 'poderoso': 2, 'valiente': 1, 'vigoroso': 2, 'duro': 1}",56.22719539327312,"{'sólido': 1, 'fuerte': 1, 'firme': 1, 'robusto': 1, 'resistente': 1}","{'fuerte': 1, 'robusto': 1, 'vigoroso': 1, 'poderoso': 1, 'corpulento': 1}"
robusto,"En 1995 intervino en la galardonada y épica ""Braveheart"" dando vida a Hamish, el recio y robusto escocés, mano derecha y fiel amigo de William Wallace (Mel Gibson).","{'fornido': 2, 'corpulento': 7, 'vigoroso': 1, 'duro': 2, 'grande': 3, 'fuerte': 3, 'musculoso': 2, 'firme': 1, 'gran': 1, 'macizo': 1, 'sano': 1, 'grueso': 1}",56.22719539327312,"{'fuerte': 1, 'sólido': 1, 'corpulento': 1, 'macizo': 1, 'fortachón': 1}","{'fuerte': 1, 'corpulento': 1, 'vigoroso': 1, 'fornido': 1, 'sano': 1}"
recaló,"En 2004 recaló en el Sanse, filial de la Real Sociedad de Fútbol de San Sebastián, donde jugó dos años en Segunda división B. Después de jugar la temporada 2006-07 cedido en la UD Las Palmas, Castillo ascendió al primer equipo de la Real Sociedad.","{'arribó': 3, 'entró': 7, 'se unio': 1, 'llegó': 4, 'se hizo presente': 1, 'repitió': 1, 'recaló': 1, 'destacó': 1, 'llego': 1, 'regreso': 1, 'hizo presencia': 1, 'recal': 1, 'apareció': 1, 'cayó': 1}",75.42881992865846,"{'situó': 1, 'llegó': 1, 'arribó': 1, 'ingresó': 1, 'asentó': 1}","{'llegó': 1, 'arribó': 1, 'apareció': 1, 'ingresó': 1, 'se unió': 1}"
reconfiguración,"En 2009 Barna hace reconfiguración de su Gobierno Corporativo, insertando a destacados empresarios distinguidos por su trayectoria.","{'reestructuración': 6, 'cambios': 2, 'reconfiguración': 2, 'modificación': 2, 'reorganizó': 1, 'una reforma': 1, 'nuevo acomodo': 1, 'reordenación': 1, 'un cambio': 1, 'reorganización': 3, 'reacomodo': 1, 'cambio': 1, 'reformas': 1, 'reformación': 1, 'renovación': 1}",35.206567796610166,"{'simplificación': 1, 'modificación': 1, 'reorganización': 1, 'cambio': 1, 'ajuste': 1}","{'reestructuración': 1, 'cambios': 1, 'reorganización': 1, 'reajuste': 1, 'transformación': 1}"
estirpe,"En cambio, conserva el estatus de ""astós"" griego antiguo, ""ἀστός"", es decir ciudadano de estirpe.","{'linaje': 8, 'clase': 1, 'alcurnia': 5, 'abolengo': 2, 'casta': 2, 'muy reconocido': 1, 'raíz': 2, 'nobleza': 2, 'la nobleza': 1, 'familia importante': 1}",84.10646730318861,"{'sangre': 1, 'linaje': 1, 'descendencia': 1, 'origen': 1, 'familia': 1}","{'linaje': 1, 'familia': 1, 'ascendencia': 1, 'raíces': 1, 'antepasados': 1}"
indemnización,"En caso de condena, recibían una parte de la multa, como indemnización y recompensa de sus esfuerzos por la justicia, por lo cual algunos ciudadanos hacían de la su oficio.","{'compensación': 13, 'pago': 6, 'compensacion': 2, 'reparación': 2, 'reparación económica': 1, 'premio': 1}",49.747013053276085,"{'compensación': 1, 'pago': 1, 'retribución': 1, 'reparación': 1, 'satisfacción': 1}","{'pago': 1, 'compensación': 1, 'resarcimiento': 1, 'reparación': 1, 'reembolso': 1}"
elenco,"En cuanto a romances, sus primeros en el mundo del espectáculo fueron con Tomás Yankelevich (actual gerente de programación de Telefe), Luis Scalella (hijo del reconocido cineasta argentino) y más tarde con Nicolás Cabré, con este último cuando compartían elenco en Son Amores (2003).","{'repertorio': 4, 'elenco': 3, 'reparto': 10, 'roles': 2, 'equipo': 3, 'lista': 1, 'rol': 1, 'co-actores': 1}",64.72949144641646,"{'reparto': 2, 'elenco': 2, 'grupo': 1}","{'equipo': 1, 'grupo': 1, 'compañía': 1, 'reparto': 1, 'conjunto': 1}"
avala,"En el año 2003 la ""Secretaría de Estado de Educación Superior Ciencia y Tecnología"" (SEESCYT) la aprueba como ""Instituto Especializado de Educación Superior"" y la avala para impartir programas tanto de grado como de postgrados en el área de negocios.","{'respalda': 9, 'reconoce': 2, 'acredita': 6, 'soporta': 1, 'garantiza': 3, 'certifica': 1, 'oficializa': 1, 'apoya': 1, 'avala': 1}",46.64265454178704,"{'respalda': 2, 'apoya': 1, 'garantiza': 1, 'certifica': 1}","{'aprueba': 1, 'certifica': 1, 'autoriza': 1, 'respalda': 1, 'sanciona': 1}"
emblemáticos,"En el campo de la publicidad estuvo vinculado desde su juventud con las más prestigiosas agencias, siendo el responsable de las primeras campañas publicitarias televisivas en la España de los años 50 y 60 y participando en la introducción en el mercado nacional de productos tan emblemáticos como Nescafé, Masaje de Afeitado Floïd, Campari o Queso en Porciones El Caserío, para quien acuñó la célebre frase: ""Del Caserío me Fío"".","{'representativos': 10, 'reconocidos': 4, 'simbólicos': 2, 'icónicos': 4, 'significativos': 2, 'distintivos': 1, 'importantes': 1, 'controversiales': 1}",46.908655763861184,"{'representativos': 1, 'simbólicos': 1, 'icónicos': 1, 'notables': 1, 'distinguidos': 1}","{'famosos': 1, 'reconocidos': 1, 'populares': 1, 'representativos': 1, 'icónicos': 1}"
folletín,"En el cielo (en francés ""Dans le ciel"") es una novela del escritor francés Octave Mirbeau, publicada en edición de folletín en ""L'Écho de Paris"" en 1892-1893, pero no se editó en volumen hasta 1989.","{'boletín': 1, 'revista': 2, 'novela': 5, 'folletín': 6, 'folleto': 4, 'la novela': 1, 'serie': 1, 'panfleto': 1, 'obra literaria': 1, 'novelón': 1, 'periódico': 1, 'libro': 1}",80.56754198816151,"{'saga': 1, 'serial': 1, 'culebrón': 1, 'historia': 1, 'relato': 1}","{'folletos': 1, 'cuentos': 1, 'artículos': 1, 'historias': 1, 'narraciones': 1}"
emplazamiento,En el emplazamiento de la Plaza San Martín estuvo anteriormente el antiguo convento de San Juan de Dios que en 1850 fue reemplazado por la estación ferroviaria del mismo nombre la cual fue demolida entre 1911 y 1918.,"{'instalación': 2, 'terreno': 2, 'emplazamiento': 1, 'ubicación': 9, 'lugar': 5, 'colocación': 2, 'colocamiento': 1, 'sitio': 1, 'localización': 1, 'establecimiento': 1}",49.71065137577625,"{'ubicación': 1, 'lugar': 1, 'sitio': 1, 'posición': 1, 'zona': 1}","{'ubicación': 1, 'lugar': 1, 'sitio': 1, 'posición': 1, 'asentamiento': 1}"
